sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN34071107	SRR24092568	ERZ26485387	seqkit.v0.1_DLS_k0_7d354afe063a6c0b0cad84b80133eab2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071107.fa.gz	
SAMN34071108	SRR24092567	ERZ26485392	seqkit.v0.1_DLS_k0_571f1915af03c3b76fb98fe0f0cdfe90	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071108.fa.gz	
SAMN34071109	SRR24092566	ERZ26485395	seqkit.v0.1_DLS_k0_b5921357f09584a954eea77f38ce4ec5	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071109.fa.gz	
SAMN34071110	SRR24092565	ERZ26485400	seqkit.v0.1_DLS_k0_6b363fdc62dc7e027b687686b1b43990	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071110.fa.gz	
SAMN34071111	SRR24092564	ERZ26485404	seqkit.v0.1_DLS_k0_62c1181237e861067d86f6bec681f7fa	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071111.fa.gz	
SAMN34075590	SRR24072238	ERZ26485439	seqkit.v0.1_DLS_k0_dbc592641b27eb8346642f2cc19f1d03	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34075590.fa.gz	
SAMN34078866	SRR24076113	ERZ26485685	seqkit.v0.1_DLS_k0_8a9d1b32641ead8d6204beb95cc8ed86	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34078866.fa.gz	
SAMN34103519	SRR24098117	ERZ26485892	seqkit.v0.1_DLS_k0_10cf2fde5c7d7f320a59e5949d79917e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34103519.fa.gz	
SAMN34105341	SRR24100046	ERZ26485994	seqkit.v0.1_DLS_k0_ac804d87cfce87c1165872bc226c373a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34105341.fa.gz	
SAMN34105343	SRR24100044	ERZ26486003	seqkit.v0.1_DLS_k0_e98e4e23697d3aba048133a3b2007c1e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34105343.fa.gz	
SAMN34114924	SRR24106023	ERZ26486096	seqkit.v0.1_DLS_k0_a73ab6cf210bbfeb6715eada4d45f202	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34114924.fa.gz	
SAMN34114929	SRR24106030	ERZ26486121	seqkit.v0.1_DLS_k0_69642b7179f09adc00eedc6c4f03554d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34114929.fa.gz	
SAMN34131485	SRR24140683	ERZ26486277	seqkit.v0.1_DLS_k0_ce8f53b6e011e94694813357296e19d0	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34131485.fa.gz	
SAMN34131486	SRR24140682	ERZ26486282	seqkit.v0.1_DLS_k0_2698abadac13ed9ca61c47ef9d408a15	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34131486.fa.gz	
SAMN34156652	SRR24146727	ERZ26486227	seqkit.v0.1_DLS_k0_0c0aa05cf06179a80dfc465fc049f886	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34156652.fa.gz	
SAMN34164588	SRR24152997	ERZ26486988	seqkit.v0.1_DLS_k0_7e9394ca08d27b4e3b02b719e7812aa8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164588.fa.gz	
SAMN34164589	SRR24152996	ERZ26486993	seqkit.v0.1_DLS_k0_d7fabeaa29026f4a204ee627746619de	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164589.fa.gz	
SAMN34164590	SRR24152995	ERZ26486998	seqkit.v0.1_DLS_k0_a6011c682861deb9821867b8b5cf6590	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164590.fa.gz	
SAMN34164591	SRR24152994	ERZ26487003	seqkit.v0.1_DLS_k0_b67310ef47f0b0acab0faa5887c47343	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164591.fa.gz	
SAMN34164592	SRR24152993	ERZ26487008	seqkit.v0.1_DLS_k0_edebf342aeed5d07fa416d7855baf023	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164592.fa.gz	
SAMN34164593	SRR24152992	ERZ26487013	seqkit.v0.1_DLS_k0_60ccd502d3ee6a9f7081dda4aef970fd	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164593.fa.gz	
SAMN34164594	SRR24152991	ERZ26487018	seqkit.v0.1_DLS_k0_bd488585831bc426d8d487abcc5667ae	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34164594.fa.gz	
SAMN34167302	SRR24154612	ERZ26487086	seqkit.v0.1_DLS_k0_dc54cac6673ca9a5fcec2ce37dd99152	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34167302.fa.gz	
SAMN34167304	SRR24154609	ERZ26487096	seqkit.v0.1_DLS_k0_a6a37e517df7a0e8bece4a57adea0e96	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34167304.fa.gz	
SAMN34171716	SRR24161632	ERZ26487198	seqkit.v0.1_DLS_k0_5b93e7b49e75f2c520d90d3f39432642	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34171716.fa.gz	
SAMN34174883	SRR24163185	ERZ26487454	seqkit.v0.1_DLS_k0_4a5ab2abc80d4d1296c9bdcc55500b8d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34174883.fa.gz	
SAMN34174901	SRR24163165	ERZ26487542	seqkit.v0.1_DLS_k0_37a67ab600904cb19fc43701323dcc47	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34174901.fa.gz	
SAMN34174961	SRR24163255	ERZ26487823	seqkit.v0.1_DLS_k0_f390a260c2e9e52ee58dbbb0c6d3df18	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34174961.fa.gz	
SAMN34211740	SRR24187235	ERZ26488404	seqkit.v0.1_DLS_k0_b21b551f37b65e31e918da3356842093	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34211740.fa.gz	
SAMN34218558	SRR24189370	ERZ26488451	seqkit.v0.1_DLS_k0_0dcf64bc81c8b3e94bca5c19aba55d4d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34218558.fa.gz	
SAMN34218559	SRR24189369	ERZ26488455	seqkit.v0.1_DLS_k0_1b12fdffecfd72970c018723d89d0202	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34218559.fa.gz	
SAMN34235388	SRR24205345	ERZ26488711	seqkit.v0.1_DLS_k0_5da07bdb52d15899fbe07cc9c4c3f407	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34235388.fa.gz	
SAMN34239446	SRR24207762	ERZ26489241	seqkit.v0.1_DLS_k0_1c45891bdef3479f4984bcf3c8ac4ea2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34239446.fa.gz	
SAMN34239447	SRR24207761	ERZ26489247	seqkit.v0.1_DLS_k0_9f11de0f37bad2a21d9add7e691c855c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34239447.fa.gz	
SAMN34251282	SRR24216230	ERZ26489415	seqkit.v0.1_DLS_k0_10a9891f557a7eb901c57a933e5d7070	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34251282.fa.gz	
SAMN34263147	SRR24225060	ERZ26486783	seqkit.v0.1_DLS_k0_e59a2ff3e3b549d65c3a45353cc42655	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34263147.fa.gz	
SAMN34263168	SRR24225077	ERZ26486860	seqkit.v0.1_DLS_k0_57a5acc8e72e7c31d192fe3dc82c0659	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34263168.fa.gz	
SAMN34263173	SRR24225072	ERZ26486885	seqkit.v0.1_DLS_k0_782b50a77109adda7f25ec7d19116ae8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34263173.fa.gz	
SAMN34352521	SRR24285807	ERZ26489185	seqkit.v0.1_DLS_k0_bce0816cfe56223a1d766cdaf2ecbc34	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34352521.fa.gz	
SAMN34367217	SRR24299717	ERZ26489973	seqkit.v0.1_DLS_k0_669ee2b0818292c0fcb8df9e4058c06f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34367217.fa.gz	
SAMN34367226	SRR24299724	ERZ26490006	seqkit.v0.1_DLS_k0_e4a4344bb12de1d1780f22e722a68504	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34367226.fa.gz	
SAMN34394048	SRR24320974	ERZ26490321	seqkit.v0.1_DLS_k0_fd3a52fd91babf3f87787d4a2e0041ed	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34394048.fa.gz	
SAMN34394050	SRR24320972	ERZ26490326	seqkit.v0.1_DLS_k0_68483de6d837abeedf24e23489c02eb6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34394050.fa.gz	
SAMN34394051	SRR24320971	ERZ26490330	seqkit.v0.1_DLS_k0_d7493127ccd1fb685c371868181f7cda	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34394051.fa.gz	
SAMN34394052	SRR24320980	ERZ26490334	seqkit.v0.1_DLS_k0_deab72e403f5de51ee14e5d6a3411b43	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34394052.fa.gz	
SAMN34403809	SRR24324171	ERZ26490828	seqkit.v0.1_DLS_k0_7f240325a4e9daf9599f9ce3563f05da	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34403809.fa.gz	
SAMN34403816	SRR24324163	ERZ26490863	seqkit.v0.1_DLS_k0_2c0973ba2798dcc30f58dd0c4dd22ceb	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34403816.fa.gz	
SAMN34403845	SRR24324133	ERZ26490957	seqkit.v0.1_DLS_k0_eee4b7c15c66e50505c54169e5dfa376	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34403845.fa.gz	
SAMN34535387	SRR24395024	ERZ26491421	seqkit.v0.1_DLS_k0_16c04e61f49c3e7036aeae7bc5862f5a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34535387.fa.gz	
SAMN34535783	SRR24401845	ERZ26491525	seqkit.v0.1_DLS_k0_94e5537385187b4aa11f7be4078a7e2a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34535783.fa.gz	
SAMN34576041	SRR24707106	ERZ26489819	seqkit.v0.1_DLS_k0_b3c91023ecf2694c15a3618eba88f3e9	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576041.fa.gz	
SAMN34576042	SRR24707104	ERZ26489824	seqkit.v0.1_DLS_k0_8146473dd2eb9b7c651beca2b67ca44a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576042.fa.gz	
SAMN34576043	SRR24707103	ERZ26489828	seqkit.v0.1_DLS_k0_9256d4d337ab972e483f0d4bb4e8a844	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576043.fa.gz	
SAMN34576044	SRR24707102	ERZ26489833	seqkit.v0.1_DLS_k0_05c3f6869a0fbe927fea2c34a398fb96	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576044.fa.gz	
SAMN34576045	SRR24707101	ERZ26489838	seqkit.v0.1_DLS_k0_fc19947b1cdc2c47d34eee1c51640891	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576045.fa.gz	
SAMN34576046	SRR24707100	ERZ26489844	seqkit.v0.1_DLS_k0_f0ad9c5f3d9416196852d01e1c4120e2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576046.fa.gz	
SAMN34576047	SRR24707099	ERZ26489850	seqkit.v0.1_DLS_k0_be958204ec7c17055c122e6697d152e6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576047.fa.gz	
SAMN34576048	SRR24707098	ERZ26489853	seqkit.v0.1_DLS_k0_3f6291c363692a49756a364cff709e9b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576048.fa.gz	
SAMN34576049	SRR24707097	ERZ26489860	seqkit.v0.1_DLS_k0_c75460048df2acad6e938a7740119562	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34576049.fa.gz	
